,id,name,street_address,price,cuisine,rating,latitude,longitude,price_mid,cuisine_cat,duplicate
691,691,Chun Fa Wanton Noodle,57 Eng Hoon Street #01-88 (Tai Kwang Huat Coffee Shop),$0 - $9,"Singaporean, Chinese",3.5,1.284906,103.833292,4.5,5,1
693,693,Churro101,"Bugis+, 201 Victoria Street #04-01",$0 - $9,Spanish,3.5,1.300152,103.856221,4.5,34,0
697,697,Ciao@,8 Haji Lane #01-01,$21 - $30,Italian,3.5,1.300474,103.859409,25.5,19,0
698,698,Cicada,"3C River Valley Road, #01-10",$31 - $50,"Asian Variety, Fusion",3.5,1.290312,103.846721,40.5,0,1
698,698,Cicada,"3C River Valley Road, #01-10",$31 - $50,"Asian Variety, Fusion",3.5,1.290312,103.846721,40.5,21,1
699,699,Ciel P&#226;tisserie,Blk 124 Hougang Ave 1 #01-1444,$11 - $20,French,3.5,1.28594,103.803512,15.5,18,0
700,700,Circa 1912,"Shaw Centre, 1 Scotts Road, #03-07/11",$21 - $30,Cantonese/Hong Kong,3.5,1.306359,103.831646,25.5,6,1
700,700,Circa 1912,"Shaw Centre, 1 Scotts Road, #03-07/11",$21 - $30,Cantonese/Hong Kong,3.5,1.306359,103.831646,25.5,7,1
701,701,Citrus By The Pool,"Woodlands Swimming Complex, 3 Woodlands Street 13",$11 - $20,Fusion,3.5,1.434862,103.77913,15.5,21,0
703,703,City Hot Pot,"One Raffles Place, 1 Raffles Place #04-28",$31 - $50,Chinese,3.5,1.28453,103.850971,40.5,5,0
706,706,Clinton Street Baking Company,31 Purvis St,$21 - $30,American,3.5,1.296324,103.855128,25.5,16,0
708,708,Coca Restaurant,"Kallang Leisure Park, 5 Stadium Walk #02-01",$51 - $80,Thai,3.5,1.302106,103.876429,65.5,12,0
709,709,Coco Ichibanya,"Westgate, 3 Gateway Drive Level 1",$11 - $20,Japanese,3.0,1.334461,103.742801,15.5,24,0
710,710,Coco Ichibanya,"313@Somerset, 313 Orchard Road #B3-25/27",$11 - $20,Japanese,4.0,1.301114,103.838872,15.5,24,0
712,712,Cocotte,2 Dickson Road,$31 - $50,"French, Middle Eastern/Mediterranean, European",3.5,1.305121,103.85463,40.5,18,1
712,712,Cocotte,2 Dickson Road,$31 - $50,"French, Middle Eastern/Mediterranean, European",3.5,1.305121,103.85463,40.5,10,1
712,712,Cocotte,2 Dickson Road,$31 - $50,"French, Middle Eastern/Mediterranean, European",3.5,1.305121,103.85463,40.5,11,1
712,712,Cocotte,2 Dickson Road,$31 - $50,"French, Middle Eastern/Mediterranean, European",3.5,1.305121,103.85463,40.5,28,1
714,714,Coffee Kaki,"AMK Hub, 53 Ang Mo Kio Ave 3 #B1-51C",$0 - $9,Singaporean Western,3.5,1.36926,103.849189,4.5,23,0
716,716,Coffee &amp; Toast,"Changi Airport Terminal 1, 80 Airport Boulevard (Departure Check-In Hall)",$0 - $9,"Thai, Singaporean",3.5,1.362591,103.990648,4.5,12,1
716,716,Coffee &amp; Toast,"Changi Airport Terminal 1, 80 Airport Boulevard (Departure Check-In Hall)",$0 - $9,"Thai, Singaporean",3.5,1.362591,103.990648,4.5,4,1
717,717,Coffeesmith,"Bedok Mall, 311, New Upper Changi Road, #01-78",$11 - $20,Korean,3.5,1.324493,103.929484,15.5,2,0
720,720,Collin&#39;s Grille,"Shaw Plaza, 360 Balestier Road #01-12",$21 - $30,Japanese,4.5,1.324917,103.850964,25.5,24,0
721,721,Collin&#39;s Grille,"Foodloft, Blk 159A Hougang St 11 #01-02",$21 - $30,Japanese,4.0,1.351519,103.879494,25.5,24,0
722,722,Collin&#39;s Grille,Blk 203 Toa Payoh North #01-1097,$21 - $30,Japanese,3.0,1.342042,103.849182,25.5,24,0
724,724,ComeBuy,190 Toa Payoh Lorong 6,$0 - $9,Taiwanese,4.0,1.332995,103.848325,4.5,17,0
726,726,Comnam Broken Rice,"Raffles City Shopping Centre, 252 North Bridge Road #B1-46/47",$11 - $20,Vietnamese,3.5,1.293883,103.853502,15.5,43,0
727,727,CONCETTO by saveur,"The Cathay, 2 Handy Road #01-11",$31 - $50,"Spanish, French",3.5,1.299052,103.84788,40.5,34,1
727,727,CONCETTO by saveur,"The Cathay, 2 Handy Road #01-11",$31 - $50,"Spanish, French",3.5,1.299052,103.84788,40.5,18,1
728,728,Congee / Hot Plate - Food Fare,"AMK Hub, 53 Ang Mo Kio Ave 3 #03-12",$0 - $9,Cantonese/Hong Kong,3.5,1.36926,103.849189,4.5,6,1
728,728,Congee / Hot Plate - Food Fare,"AMK Hub, 53 Ang Mo Kio Ave 3 #03-12",$0 - $9,Cantonese/Hong Kong,3.5,1.36926,103.849189,4.5,7,1
731,731,CoolPlay Soft Serve,Blk 85B Lorong 4 Toa Payoh #01-332B,$0 - $9,Taiwanese,3.5,1.336281,103.847881,4.5,17,0
732,732,Coriander,220 East Coast Road,$11 - $20,Fusion,3.5,1.307388,103.907423,15.5,21,0
733,733,Corner House,"Singapore Botanic Gardens, EJH Corner House, 1 Cluny Road",$51 - $80,Multi-Cuisine,3.5,1.314914,103.816051,65.5,1,0
734,734,Costa Coffee,"Valley Point, 491 River Valley Road",$0 - $9,English,3.5,1.29304,103.8269,4.5,31,0
735,735,Cove Stadium,"Quayside Isle, 31 Ocean Way #01-04 / 05",$31 - $50,American,4.0,1.247233,103.842222,40.5,16,0
736,736,Cozy Bistro &amp; Lounge,"2 Jalan Lokam, Kensington Square #01-51/52",$11 - $20,"Cantonese/Hong Kong, Multi-Cuisine",3.5,1.417993,103.70877,15.5,6,1
736,736,Cozy Bistro &amp; Lounge,"2 Jalan Lokam, Kensington Square #01-51/52",$11 - $20,"Cantonese/Hong Kong, Multi-Cuisine",3.5,1.417993,103.70877,15.5,7,1
736,736,Cozy Bistro &amp; Lounge,"2 Jalan Lokam, Kensington Square #01-51/52",$11 - $20,"Cantonese/Hong Kong, Multi-Cuisine",3.5,1.417993,103.70877,15.5,1,1
737,737,Craftholic meets Kki,"School Of The Arts Singapore, 1 Zubir Said Drive #02-01",$11 - $20,Japanese,3.5,1.299138,103.848425,15.5,24,0
739,739,Cream &amp; Custard,46 Jalan Bukit Ho Swee #01-894,$11 - $20,French,3.5,1.288296,103.826158,15.5,18,0
743,743,Creative Eateries Pte Ltd,211 Henderson Road #05-03,$21 - $30,"Western Variety, Japanese, Thai",3.5,1.281958,103.819617,25.5,42,1
743,743,Creative Eateries Pte Ltd,211 Henderson Road #05-03,$21 - $30,"Western Variety, Japanese, Thai",3.5,1.281958,103.819617,25.5,24,1
743,743,Creative Eateries Pte Ltd,211 Henderson Road #05-03,$21 - $30,"Western Variety, Japanese, Thai",3.5,1.281958,103.819617,25.5,12,1
747,747,Crystal Jade Golden Palace,"Paragon, 290 Orchard Road #05-22",$51 - $80,"Cantonese/Hong Kong, Teochew",4.0,1.303628,103.835548,65.5,6,1
747,747,Crystal Jade Golden Palace,"Paragon, 290 Orchard Road #05-22",$51 - $80,"Cantonese/Hong Kong, Teochew",4.0,1.303628,103.835548,65.5,7,1
747,747,Crystal Jade Golden Palace,"Paragon, 290 Orchard Road #05-22",$51 - $80,"Cantonese/Hong Kong, Teochew",4.0,1.303628,103.835548,65.5,8,1
748,748,Crystal Jade Jiang Nan,"VivoCity, 1 Harbourfront Walk #01-52",$11 - $20,Cantonese/Hong Kong,4.0,1.263928,103.822229,15.5,6,1
748,748,Crystal Jade Jiang Nan,"VivoCity, 1 Harbourfront Walk #01-52",$11 - $20,Cantonese/Hong Kong,4.0,1.263928,103.822229,15.5,7,1
749,749,Crystal Jade Kitchen,"Plaza Singapura, 68 Orchard Road #02-32",$11 - $20,Cantonese/Hong Kong,4.0,1.300005,103.844626,15.5,6,1
749,749,Crystal Jade Kitchen,"Plaza Singapura, 68 Orchard Road #02-32",$11 - $20,Cantonese/Hong Kong,4.0,1.300005,103.844626,15.5,7,1
750,750,Crystal Jade Kitchen,"Ngee Ann City, 391 Orchard Road #B2-38",$11 - $20,Cantonese/Hong Kong,3.5,1.302664,103.834623,15.5,6,1
750,750,Crystal Jade Kitchen,"Ngee Ann City, 391 Orchard Road #B2-38",$11 - $20,Cantonese/Hong Kong,3.5,1.302664,103.834623,15.5,7,1
751,751,Crystal Jade Kitchen,"Great World City, 1 Kim Seng Promenade #03-30",$11 - $20,Cantonese/Hong Kong,5.0,1.293902,103.831787,15.5,6,1
751,751,Crystal Jade Kitchen,"Great World City, 1 Kim Seng Promenade #03-30",$11 - $20,Cantonese/Hong Kong,5.0,1.293902,103.831787,15.5,7,1
752,752,Crystal Jade Kitchen,"Tampines Mall, 4 Tampines Central 5 #B1-11",$11 - $20,Cantonese/Hong Kong,3.5,1.352645,103.94473,15.5,6,1
752,752,Crystal Jade Kitchen,"Tampines Mall, 4 Tampines Central 5 #B1-11",$11 - $20,Cantonese/Hong Kong,3.5,1.352645,103.94473,15.5,7,1
753,753,Crystal Jade Kitchen,"Causeway Point, 1 Woodlands Square #05-10",$11 - $20,Cantonese/Hong Kong,4.0,1.436185,103.785816,15.5,6,1
753,753,Crystal Jade Kitchen,"Causeway Point, 1 Woodlands Square #05-10",$11 - $20,Cantonese/Hong Kong,4.0,1.436185,103.785816,15.5,7,1
754,754,Crystal Jade La Mian Xiao Long Bao,"Jurong Point JP2, 1 Jurong West Central 2 #03-96",$31 - $50,Shanghainese,4.0,1.339546,103.706107,40.5,32,0
755,755,Crystal Jade La Mian Xiao Long Bao,"Changi Airport Terminal 1, 80 Airport Boulevard, #03-54, Departure/Transit Lounge East Mezzanine Level 3",$21 - $30,Shanghainese,3.5,1.362591,103.990648,25.5,32,0
756,756,Crystal Jade La Mian Xiao Long Bao,"Holland Village, 241 Holland Ave",$11 - $20,Shanghainese,4.0,1.311803,103.796177,15.5,32,0
757,757,Crystal Jade La Mian Xiao Long Bao,"Ngee Ann City, 391 Orchard Road #04-27",$11 - $20,Shanghainese,4.0,1.302664,103.834623,15.5,32,0
758,758,Crystal Jade La Mian Xiao Long Bao,"Great World City, 1 Kim Seng Promenade #02-43",$11 - $20,Shanghainese,3.5,1.293902,103.831787,15.5,32,0
759,759,Crystal Jade My Bread,"AMK Hub, 53 Ang Mo Kio Ave 3 #B1-48",$0 - $9,Cantonese/Hong Kong,3.5,1.36926,103.849189,4.5,6,1
759,759,Crystal Jade My Bread,"AMK Hub, 53 Ang Mo Kio Ave 3 #B1-48",$0 - $9,Cantonese/Hong Kong,3.5,1.36926,103.849189,4.5,7,1
760,760,Crystal Jade My Bread,"Singapore Changi Airport Terminal 3, 65 Airport Boulevard #B2-22",$0 - $9,Singaporean,4.0,1.356181,103.986372,4.5,4,0
765,765,Crystal Jade Prestige,"Marina Bay Link Mall, 8A Marina Boulevard, #02-01",$11 - $20,Cantonese/Hong Kong,3.5,1.281203,103.853251,15.5,6,1
765,765,Crystal Jade Prestige,"Marina Bay Link Mall, 8A Marina Boulevard, #02-01",$11 - $20,Cantonese/Hong Kong,3.5,1.281203,103.853251,15.5,7,1
766,766,Crystal Jade Viet Cafe,"Bugis+, 201 Victoria St #04-05",$11 - $20,Vietnamese,3.5,1.300152,103.856221,15.5,43,0
769,769,Curbside Cafe &amp; Wine Bar,"Nucleos, 21 Biopolis Drive #01-21",$11 - $20,American,3.5,1.301786,103.792123,15.5,16,0
770,770,CUT,"2 Bayfront Avenue, Marina Bay Sands #B1-71 (The Shoppes)",$151 - $300,European,3.5,1.285582,103.860111,225.5,28,0
774,774,Da Luca Italian Restaurant,"Goldhill Plaza, 1 Goldhill Plaza #01-1921",$21 - $30,Italian,4.0,1.318146,103.842805,25.5,19,0
775,775,Da Paolo Dempsey,"8 Dempsey Road, #01-13",$31 - $50,Italian,3.5,1.304128,103.809547,40.5,19,0
776,776,Dae Gweol,65 Tras Street,$21 - $30,Korean,3.5,1.277705,103.84447,25.5,2,0
777,777,Dae Ssik Sin,"Orchard Gateway, 277 Orchard Road #03-17",$11 - $20,Korean,3.5,1.301085,103.838988,15.5,2,0
778,778,Daehwa,"1 Fusionopolis Place, Galaxis Building, #01-35",$11 - $20,Korean,3.5,1.299157,103.788001,15.5,2,0
779,779,Daidomon Restaurant,"Keypoint, 371 Beach Road #01-18/19",$11 - $20,Japanese,3.5,1.302312,103.862348,15.5,24,0
780,780,Daikokuya Ramen Dining,"Paragon, 290 Orchard Road #B1-47",$21 - $30,Japanese,3.5,1.303628,103.835548,25.5,24,0
782,782,Dallas Restaurant &amp; Bar,31 Boat Quay,$21 - $30,Multi-Cuisine,4.0,1.286085,103.849805,25.5,1,0
783,783,Dallas Restaurant &amp; Bar,"Suntec City Mall (North Wing), 3 Temasek Boulevard #03-302/303",$21 - $30,American,3.5,1.293422,103.856858,25.5,16,0
784,784,Dancing Crab,"The Grandstand, 200 Turf Club Road #01-20/21",$31 - $50,American,3.5,1.338869,103.792986,40.5,16,0
786,786,DANRO,"Nex, 23 Serangoon Central #02-04/05/06",$11 - $20,Japanese,3.5,1.351221,103.872292,15.5,24,0
788,788,Dashen Minced Meat Noodles - Kopitiam,"Plaza Singapura, 68 Orchard Road #06-15/17",$0 - $9,"Singaporean, Chinese",3.5,1.300005,103.844626,4.5,4,1
788,788,Dashen Minced Meat Noodles - Kopitiam,"Plaza Singapura, 68 Orchard Road #06-15/17",$0 - $9,"Singaporean, Chinese",3.5,1.300005,103.844626,4.5,5,1
789,789,Dashi Master Marusaya,"Robertson Blue, 86 Robertson Quay #01-01",$21 - $30,Japanese,3.5,1.290298,103.837171,25.5,24,0
791,791,Dazzling Cafe,"Capitol Piazza, 15 Stamford Road #01-85",$11 - $20,Taiwanese,3.5,1.293012,103.851211,15.5,17,0
792,792,db Bistro &amp; Oyster Bar,"Marina Bay Sands, 2 Bayfront Avenue #B1-48 (The Shoppes, Galleria Level)",$81 - $150,"American, French",4.0,1.283697,103.860723,115.5,16,1
792,792,db Bistro &amp; Oyster Bar,"Marina Bay Sands, 2 Bayfront Avenue #B1-48 (The Shoppes, Galleria Level)",$81 - $150,"American, French",4.0,1.283697,103.860723,115.5,18,1
793,793,D&#39;Bell,43 North Canal Road,$21 - $30,Indian,3.5,1.287215,103.846853,25.5,20,0
794,794,DC Super Heroes Cafe,"The Shoppes at Marina Bay Sands, 2 Bayfront Avenue L1-03",$21 - $30,American,3.5,1.284884,103.859415,25.5,16,0
795,795,De Burg Caf&#233;,119 Bukit Merah Lane 1 #01-40,$11 - $20,American,3.5,1.286116,103.804833,15.5,16,0
797,797,De Ji Shu Shi,"Kebun Baru Food Centre, Blk 226H Ang Mo Kio Street 22 #01-23",$0 - $9,"Singaporean, Chinese",3.0,1.367195,103.840009,4.5,4,1
797,797,De Ji Shu Shi,"Kebun Baru Food Centre, Blk 226H Ang Mo Kio Street 22 #01-23",$0 - $9,"Singaporean, Chinese",3.0,1.367195,103.840009,4.5,5,1
798,798,Dean &amp; Deluca,"Orchard Central, 181 Orchard Road #04-23/24",$21 - $30,American,3.5,1.300813,103.839903,25.5,16,0
799,799,Decker Barbecue,"The Quayside, 60 Robertson Quay #01-17",$11 - $20,American,3.5,1.290185,103.839111,15.5,16,0
800,800,Defu BBQ,"East Coast Lagoon Food Village, 1220 East Coast Parkway #01-19",$0 - $9,"Malay, Singaporean Chinese",3.5,1.306871,103.934992,4.5,9,1
800,800,Defu BBQ,"East Coast Lagoon Food Village, 1220 East Coast Parkway #01-19",$0 - $9,"Malay, Singaporean Chinese",3.5,1.306871,103.934992,4.5,15,1
801,801,Delicacy by Food &amp; Wine Merchants,10 Gemmill Lane,$21 - $30,"Spanish, European",3.5,1.282425,103.846955,25.5,34,1
801,801,Delicacy by Food &amp; Wine Merchants,10 Gemmill Lane,$21 - $30,"Spanish, European",3.5,1.282425,103.846955,25.5,28,1
803,803,Delicious Stew Soup - CHOICE@338,Blk 338 Ang Mo Kio Ave 1,$0 - $9,"Singaporean, Chinese",3.5,1.363897,103.848728,4.5,4,1
803,803,Delicious Stew Soup - CHOICE@338,Blk 338 Ang Mo Kio Ave 1,$0 - $9,"Singaporean, Chinese",3.5,1.363897,103.848728,4.5,5,1
804,804,Delifrance,"Lot One Shoppers&#39; Mall, 21 Choa Chu Kang Ave 4 #03-14A",$0 - $9,French,3.5,1.385003,103.744925,4.5,18,0
805,805,Delifrance,"Parkway East Hospital, 321 Joo Chiat Place",$0 - $9,French,3.5,1.31512,103.909016,4.5,18,0
806,806,Delifrance,"UE Square, 81 Clemenceau Ave #01-25",$0 - $9,French,4.0,1.292042,103.842617,4.5,18,0
807,807,Delifrance,"Mount Elizabeth Hospital, 3 Mount Elizabeth Level 2 (Blk B)",$0 - $9,French,3.5,1.305013,103.835361,4.5,18,0
808,808,Delifrance,"Great World City, 1 Kim Seng Promenade #B1-16/17",$0 - $9,French,3.5,1.293902,103.831787,4.5,18,0
809,809,Delifrance,"Seletar Mall, 33 Sengkang West Avenue #02-K6",$0 - $9,French,3.5,1.391425,103.87623,4.5,18,0
810,810,Delifrance,"Siglap Centre, 55 Siglap Road, #B1-13",$0 - $9,French,3.5,1.312522,103.923278,4.5,18,0
811,811,Delifrance,"Tampines Mall, 4 Tampines Central 5 #01-38",$0 - $9,French,4.0,1.352645,103.94473,4.5,18,0
812,812,Delifrance,"Thomson Medical Centre, 339 Thomson Road #01-05",$0 - $9,French,3.5,1.325377,103.841491,4.5,18,0
813,813,Delisnacks,261 Serangoon Central Drive,$0 - $9,Singaporean Chinese,3.5,1.354187,103.872334,4.5,15,0
814,814,DEN,29 Boon Tat St,$21 - $30,European,3.5,1.281185,103.848607,25.5,28,0
816,816,De&#39;Pop Culture,749 North Bridge Road #01-01 (Off Jalan Kledek),$0 - $9,"American, Italian, Singaporean",3.5,1.303321,103.859161,4.5,16,1
816,816,De&#39;Pop Culture,749 North Bridge Road #01-01 (Off Jalan Kledek),$0 - $9,"American, Italian, Singaporean",3.5,1.303321,103.859161,4.5,19,1
816,816,De&#39;Pop Culture,749 North Bridge Road #01-01 (Off Jalan Kledek),$0 - $9,"American, Italian, Singaporean",3.5,1.303321,103.859161,4.5,4,1
821,821,Dessert Hut,"Tanjong Pagar Plaza, 1 Tanjong Pagar Plaza",$0 - $9,Fusion,3.0,1.275574,103.842828,4.5,21,0
824,824,Dessert Times,Blk 5 Changi Village Road #01-2013,$0 - $9,Multi-Cuisine,3.5,1.388832,103.986826,4.5,1,0
830,830,Desserts - Malaysian Food Street,"Resorts World Sentosa, 8 Sentosa Gateway #1",$0 - $9,Malaysian,4.0,1.25218,103.824175,4.5,25,0
835,835,Dian Xiao Er,"Nex, 23 Serangoon Central #02-09/10",$21 - $30,Singaporean Chinese,4.0,1.351221,103.872292,25.5,15,0
836,836,Dian Xiao Er,"Tampines 1, 10 Tampines Central 1 #04-07/08",$11 - $20,Beijing,3.5,1.367228,103.928218,15.5,44,0
837,837,Dian Xiao Er,"Causeway Point, 1 Woodlands Square #03-02",$11 - $20,Chinese,4.0,1.436185,103.785816,15.5,5,0
838,838,Diandin Leluk Thai Restaurant,"Golden Mile Complex, 5001 Beach Road #01-67/68/69",$11 - $20,Thai,3.5,1.302751,103.865174,15.5,12,0
839,839,Dibs,"Duxton, 51 Duxton Road",$21 - $30,European,3.5,1.278258,103.843363,25.5,28,0
840,840,Dim Sum - Koufu,"HDB Hub, Blk 500 Lorong 6 Toa Payoh #02-30",$0 - $9,Cantonese/Hong Kong,3.5,1.331922,103.848506,4.5,6,1
840,840,Dim Sum - Koufu,"HDB Hub, Blk 500 Lorong 6 Toa Payoh #02-30",$0 - $9,Cantonese/Hong Kong,3.5,1.331922,103.848506,4.5,7,1
841,841,Din Hao Wei,"Blk 456 Jurong West St 41, #01-726",$21 - $30,"Cantonese/Hong Kong, Chinese",3.5,1.350693,103.719921,25.5,6,1
841,841,Din Hao Wei,"Blk 456 Jurong West St 41, #01-726",$21 - $30,"Cantonese/Hong Kong, Chinese",3.5,1.350693,103.719921,25.5,7,1
841,841,Din Hao Wei,"Blk 456 Jurong West St 41, #01-726",$21 - $30,"Cantonese/Hong Kong, Chinese",3.5,1.350693,103.719921,25.5,5,1
844,844,Din Tai Fung,"Resorts World Sentosa, 8 Sentosa Gateway (The Forum)",$11 - $20,Taiwanese,4.0,1.255696,103.820216,15.5,17,0
846,846,Din Tai Fung,"313@Somerset, 313 Orchard Road #B2-01/03",$11 - $20,"Taiwanese, Chinese",4.0,1.301114,103.838872,15.5,17,1
846,846,Din Tai Fung,"313@Somerset, 313 Orchard Road #B2-01/03",$11 - $20,"Taiwanese, Chinese",4.0,1.301114,103.838872,15.5,5,1
847,847,Dinata,"Lot One Shoppers&#39; Mall, 21 Choa Chu Kang Ave 4  #B1-K9",$0 - $9,Portuguese,3.5,1.385003,103.744925,4.5,36,0
848,848,Dinata,"313@Somerset, 313 Orchard Road #B3-42",$0 - $9,Portuguese,3.5,1.301114,103.838872,4.5,36,0
849,849,Ding Ji - Bee Hwa Yun,Blk 177 Toa Payoh Central,$0 - $9,"Teochew, Chinese",3.5,1.333809,103.848612,4.5,8,1
849,849,Ding Ji - Bee Hwa Yun,Blk 177 Toa Payoh Central,$0 - $9,"Teochew, Chinese",3.5,1.333809,103.848612,4.5,5,1
850,850,Ding Ji,"Blk 325, Clementi Avenue 5, #01-155",$0 - $9,Teochew,3.5,1.367215,103.899049,4.5,8,0
851,851,Dippin&#39; Donut,"Vivo City, 1 Harbourfront Walk, #02-125",$0 - $9,American,4.0,1.264049,103.820981,4.5,16,0
852,852,District 10 Bar &amp; Restaurant,"Suntec City Mall, 3 Temasek Boulevard #01-514/515 (North Wing)",$21 - $30,European,4.0,1.293422,103.856858,25.5,28,0
853,853,District 10 Bar Tapas Restaurant,"The Star Vista, 1 Vista Exchange Green #01-42/K3",$21 - $30,European,3.5,1.306871,103.78857,25.5,28,0
854,854,District 10,"10 Winstedt Road, #01-17",$21 - $30,"French, Italian",4.0,1.310158,103.841937,25.5,18,1
854,854,District 10,"10 Winstedt Road, #01-17",$21 - $30,"French, Italian",4.0,1.310158,103.841937,25.5,19,1
855,855,Divine Chicken Pot,"Kopitime@PLQ Mall, 10 Paya Lebar Road, #04-11",$0 - $9,Sichuan,3.5,1.317636,103.893064,4.5,37,0
857,857,Doi Chaang Coffee,"Rochester Mall, 35 Rochester Drive #01-08",$0 - $9,Thai,3.5,1.305607,103.788051,4.5,12,0
858,858,Doi Chaang Coffee,321 Clementi Avenue 3 #01-02,$0 - $9,Thai,3.5,1.311986,103.765021,4.5,12,0
859,859,Dolce Tokyo,"Bugis Junction, 200 Victoria St #03-10H",$11 - $20,"Italian, Japanese, Fusion",3.5,1.298508,103.855434,15.5,19,1
859,859,Dolce Tokyo,"Bugis Junction, 200 Victoria St #03-10H",$11 - $20,"Italian, Japanese, Fusion",3.5,1.298508,103.855434,15.5,24,1
859,859,Dolce Tokyo,"Bugis Junction, 200 Victoria St #03-10H",$11 - $20,"Italian, Japanese, Fusion",3.5,1.298508,103.855434,15.5,21,1
860,860,Dolce Tokyo,"313@Somerset, 313 Orchard Road #03-41",$11 - $20,"Italian, Japanese, Fusion",3.5,1.301114,103.838872,15.5,19,1
860,860,Dolce Tokyo,"313@Somerset, 313 Orchard Road #03-41",$11 - $20,"Italian, Japanese, Fusion",3.5,1.301114,103.838872,15.5,24,1
860,860,Dolce Tokyo,"313@Somerset, 313 Orchard Road #03-41",$11 - $20,"Italian, Japanese, Fusion",3.5,1.301114,103.838872,15.5,21,1
861,861,Dolce Vita,"Mandarin Oriental Singapore, 5 Raffles Avenue Level 5",$51 - $80,Italian,4.5,1.290661,103.858324,65.5,19,0
862,862,D&#244;me,"Bishan Community Club, Blk 51 Bishan St 13 #01-02",$21 - $30,American,3.5,1.354034,103.85233,25.5,16,0
863,863,D&#244;me,"Plaza Singapura, 68 Orchard Road #03-92",$21 - $30,American,3.0,1.300005,103.844626,25.5,16,0
865,865,Domino&#39;s Pizza,Blk 111 Jalan Bukit Merah #01-1678,$11 - $20,Italian,4.0,1.28032,103.826182,15.5,19,0
866,866,Domino&#39;s Pizza,943/945 Upper Serangoon Road,$11 - $20,Italian,3.0,1.361457,103.88618,15.5,19,0
867,867,Domino&#39;s Pizza,Blk 166 Woodlands St 13 #02-525,$11 - $20,Italian,3.5,1.434235,103.77553,15.5,19,0
868,868,Don Your Personal Pie Club,"Nex, 23 Serangoon Central #03-K18",$0 - $9,Singaporean,3.5,1.351221,103.872292,4.5,4,0
869,869,Dong Dae Mun,"Plaza Singapura, 68 Orchard Road #B2-42",$0 - $9,Korean,4.0,1.300005,103.844626,4.5,2,0
870,870,Dong Dong Hainanese Chicken Rice,"People&#39;s Park Complex Food Centre, 32 New Market Road #01-1110",$0 - $9,"Singaporean, Chinese",3.5,1.292856,103.859838,4.5,4,1
870,870,Dong Dong Hainanese Chicken Rice,"People&#39;s Park Complex Food Centre, 32 New Market Road #01-1110",$0 - $9,"Singaporean, Chinese",3.5,1.292856,103.859838,4.5,5,1
871,871,Dong Ji Fried Kway Teow,"51 Old Airport Road Food Centre &amp; Shopping Mall, 51 Old Airport Road #01-138",$0 - $9,"Singaporean, Chinese",3.5,1.280455,103.844656,4.5,4,1
871,871,Dong Ji Fried Kway Teow,"51 Old Airport Road Food Centre &amp; Shopping Mall, 51 Old Airport Road #01-138",$0 - $9,"Singaporean, Chinese",3.5,1.280455,103.844656,4.5,5,1
872,872,Donna Carmela,"Hillcrest Park, 2 Greenwood Ave",$21 - $30,Latin American/South American,3.5,1.331304,103.807373,25.5,39,1
872,872,Donna Carmela,"Hillcrest Park, 2 Greenwood Ave",$21 - $30,Latin American/South American,3.5,1.331304,103.807373,25.5,40,1
873,873,Don&#39;s Pie &amp; Cake,"North Toa Payoh Food Centre II, 1008A Toa Payoh",$31 - $50,Chinese,3.5,1.343274,103.846583,40.5,5,0
874,874,Doodle!,"Oasia Hotel, 8 Sinaran Drive",$11 - $20,Italian,3.5,1.32003,103.844782,15.5,19,0
875,875,Doodle! &amp; Switch!,"Millenia Walk, 9 Raffles Boulevard #01-88/89",$11 - $20,Fusion,3.5,1.292083,103.859414,15.5,21,0
876,876,Doong Ji Korean Restaurant,222 East Coast Road,$21 - $30,Korean,4.0,1.307405,103.907474,25.5,2,0
878,878,Doubleshots Cafe,"SouthBank, 883 North Bridge Road #01-10",$0 - $9,American,3.5,1.303342,103.859187,4.5,16,0
881,881,Dragon Bowl,"Aperia Mall, 12 Kallang Avenue #02-09",$21 - $30,Cantonese/Hong Kong,4.0,1.310411,103.864535,25.5,6,1
881,881,Dragon Bowl,"Aperia Mall, 12 Kallang Avenue #02-09",$21 - $30,Cantonese/Hong Kong,4.0,1.310411,103.864535,25.5,7,1
